"Iceland","Electricity - total geothermal production","2006","Kilowatt-hours, million","2631",""
"Iceland","Electricity - total geothermal production","2005","Kilowatt-hours, million","1658",""
"Iceland","Electricity - total geothermal production","2004","Kilowatt-hours, million","1483",""
"Iceland","Electricity - total geothermal production","2003","Kilowatt-hours, million","1406",""
"Iceland","Electricity - total geothermal production","2002","Kilowatt-hours, million","1433",""
"Iceland","Electricity - total geothermal production","2001","Kilowatt-hours, million","1451",""
"Iceland","Electricity - total geothermal production","2000","Kilowatt-hours, million","1323",""
"Iceland","Electricity - total geothermal production","1999","Kilowatt-hours, million","1136",""
"Iceland","Electricity - total geothermal production","1998","Kilowatt-hours, million","655",""
"Iceland","Electricity - total geothermal production","1997","Kilowatt-hours, million","375",""
"Iceland","Electricity - total geothermal production","1996","Kilowatt-hours, million","346",""
"Iceland","Electricity - total geothermal production","1995","Kilowatt-hours, million","290",""
"Iceland","Electricity - total geothermal production","1994","Kilowatt-hours, million","260",""
"Iceland","Electricity - total geothermal production","1993","Kilowatt-hours, million","256",""
"Iceland","Electricity - total geothermal production","1992","Kilowatt-hours, million","230",""
"Iceland","Electricity - total geothermal production","1991","Kilowatt-hours, million","283",""
"Iceland","Electricity - total geothermal production","1990","Kilowatt-hours, million","300",""
"Indonesia","Electricity - total geothermal production","2014","Kilowatt-hours, million","9996",""
"Indonesia","Electricity - total geothermal production","2013","Kilowatt-hours, million","9414",""
"Indonesia","Electricity - total geothermal production","2012","Kilowatt-hours, million","9417",""
"Indonesia","Electricity - total geothermal production","2011","Kilowatt-hours, million","9371",""
"Indonesia","Electricity - total geothermal production","2010","Kilowatt-hours, million","9357",""
"Indonesia","Electricity - total geothermal production","2009","Kilowatt-hours, million","9295",""
"Indonesia","Electricity - total geothermal production","2008","Kilowatt-hours, million","8297",""
"Indonesia","Electricity - total geothermal production","2007","Kilowatt-hours, million","7021",""
"Indonesia","Electricity - total geothermal production","2006","Kilowatt-hours, million","6658",""
"Indonesia","Electricity - total geothermal production","2005","Kilowatt-hours, million","6604",""
"Indonesia","Electricity - total geothermal production","2004","Kilowatt-hours, million","6651",""
"Indonesia","Electricity - total geothermal production","2003","Kilowatt-hours, million","6315",""
"Indonesia","Electricity - total geothermal production","2002","Kilowatt-hours, million","6238",""
"Indonesia","Electricity - total geothermal production","2001","Kilowatt-hours, million","6031",""
"Indonesia","Electricity - total geothermal production","2000","Kilowatt-hours, million","2649",""
"Indonesia","Electricity - total geothermal production","1999","Kilowatt-hours, million","2728",""
"Indonesia","Electricity - total geothermal production","1998","Kilowatt-hours, million","2593",""
"Indonesia","Electricity - total geothermal production","1997","Kilowatt-hours, million","2439",""
"Indonesia","Electricity - total geothermal production","1996","Kilowatt-hours, million","2210",""
"Indonesia","Electricity - total geothermal production","1995","Kilowatt-hours, million","2210",""
"Indonesia","Electricity - total geothermal production","1994","Kilowatt-hours, million","1601",""
"Indonesia","Electricity - total geothermal production","1993","Kilowatt-hours, million","1087",""
"Indonesia","Electricity - total geothermal production","1992","Kilowatt-hours, million","1025",""
"Indonesia","Electricity - total geothermal production","1991","Kilowatt-hours, million","1102",""
"Indonesia","Electricity - total geothermal production","1990","Kilowatt-hours, million","1125",""
"Italy","Electricity - total geothermal production","2014","Kilowatt-hours, million","5916",""
"Italy","Electricity - total geothermal production","2013","Kilowatt-hours, million","5659",""
"Italy","Electricity - total geothermal production","2012","Kilowatt-hours, million","5592",""
"Italy","Electricity - total geothermal production","2011","Kilowatt-hours, million","5654",""
"Italy","Electricity - total geothermal production","2010","Kilowatt-hours, million","5376",""
"Italy","Electricity - total geothermal production","2009","Kilowatt-hours, million","5342",""
"Italy","Electricity - total geothermal production","2008","Kilowatt-hours, million","5520",""
"Italy","Electricity - total geothermal production","2007","Kilowatt-hours, million","5569",""
"Italy","Electricity - total geothermal production","2006","Kilowatt-hours, million","5527",""
"Italy","Electricity - total geothermal production","2005","Kilowatt-hours, million","5324",""
"Italy","Electricity - total geothermal production","2004","Kilowatt-hours, million","5437",""
"Italy","Electricity - total geothermal production","2003","Kilowatt-hours, million","5341",""
"Italy","Electricity - total geothermal production","2002","Kilowatt-hours, million","4662",""
"Italy","Electricity - total geothermal production","2001","Kilowatt-hours, million","4507",""
"Italy","Electricity - total geothermal production","2000","Kilowatt-hours, million","4705",""
"Italy","Electricity - total geothermal production","1999","Kilowatt-hours, million","4403",""
"Italy","Electricity - total geothermal production","1998","Kilowatt-hours, million","4214",""
"Italy","Electricity - total geothermal production","1997","Kilowatt-hours, million","3905",""
"Italy","Electricity - total geothermal production","1996","Kilowatt-hours, million","3762",""
"Italy","Electricity - total geothermal production","1995","Kilowatt-hours, million","3436",""
"Italy","Electricity - total geothermal production","1994","Kilowatt-hours, million","3417",""
"Italy","Electricity - total geothermal production","1993","Kilowatt-hours, million","3667",""
"Italy","Electricity - total geothermal production","1992","Kilowatt-hours, million","3459",""
"Italy","Electricity - total geothermal production","1991","Kilowatt-hours, million","3182",""
"Italy","Electricity - total geothermal production","1990","Kilowatt-hours, million","3222",""
"Japan","Electricity - total geothermal production","2014","Kilowatt-hours, million","2577",""
"Japan","Electricity - total geothermal production","2013","Kilowatt-hours, million","2596",""
"Japan","Electricity - total geothermal production","2012","Kilowatt-hours, million","2609",""
"Japan","Electricity - total geothermal production","2011","Kilowatt-hours, million","2676",""
"Japan","Electricity - total geothermal production","2010","Kilowatt-hours, million","2647",""
"Japan","Electricity - total geothermal production","2009","Kilowatt-hours, million","2886",""
"Japan","Electricity - total geothermal production","2008","Kilowatt-hours, million","2750",""
"Japan","Electricity - total geothermal production","2007","Kilowatt-hours, million","3043",""
"Japan","Electricity - total geothermal production","2006","Kilowatt-hours, million","3081",""
"Japan","Electricity - total geothermal production","2005","Kilowatt-hours, million","3226",""
"Japan","Electricity - total geothermal production","2004","Kilowatt-hours, million","3374",""
"Japan","Electricity - total geothermal production","2003","Kilowatt-hours, million","3484",""
"Japan","Electricity - total geothermal production","2002","Kilowatt-hours, million","3374",""
"Japan","Electricity - total geothermal production","2001","Kilowatt-hours, million","3432",""
"Japan","Electricity - total geothermal production","2000","Kilowatt-hours, million","3348",""
"Japan","Electricity - total geothermal production","1999","Kilowatt-hours, million","3451",""
"Japan","Electricity - total geothermal production","1998","Kilowatt-hours, million","3531",""
"Japan","Electricity - total geothermal production","1997","Kilowatt-hours, million","3756",""
"Japan","Electricity - total geothermal production","1996","Kilowatt-hours, million","3673",""
"Japan","Electricity - total geothermal production","1995","Kilowatt-hours, million","3173",""
"Japan","Electricity - total geothermal production","1994","Kilowatt-hours, million","2064",""
"Japan","Electricity - total geothermal production","1993","Kilowatt-hours, million","1777",""
"Japan","Electricity - total geothermal production","1992","Kilowatt-hours, million","1787",""
"Japan","Electricity - total geothermal production","1991","Kilowatt-hours, million","1773",""
"Japan","Electricity - total geothermal production","1990","Kilowatt-hours, million","1741",""
"Kenya","Electricity - total geothermal production","2014","Kilowatt-hours, million","2917.4",""
"Kenya","Electricity - total geothermal production","2013","Kilowatt-hours, million","1780.9",""
"Kenya","Electricity - total geothermal production","2012","Kilowatt-hours, million","1515.9",""
"Kenya","Electricity - total geothermal production","2011","Kilowatt-hours, million","1443.7",""
"Kenya","Electricity - total geothermal production","2010","Kilowatt-hours, million","1442",""
"Kenya","Electricity - total geothermal production","2009","Kilowatt-hours, million","1293",""
"Kenya","Electricity - total geothermal production","2008","Kilowatt-hours, million","1039",""
"Kenya","Electricity - total geothermal production","2007","Kilowatt-hours, million","988.9",""
"Kenya","Electricity - total geothermal production","2006","Kilowatt-hours, million","1045.7",""
"Kenya","Electricity - total geothermal production","2005","Kilowatt-hours, million","1001.6",""
"Kenya","Electricity - total geothermal production","2004","Kilowatt-hours, million","986.6",""
"Kenya","Electricity - total geothermal production","2003","Kilowatt-hours, million","787",""
"Kenya","Electricity - total geothermal production","2002","Kilowatt-hours, million","386",""
"Kenya","Electricity - total geothermal production","2001","Kilowatt-hours, million","480",""
"Kenya","Electricity - total geothermal production","2000","Kilowatt-hours, million","429",""
"Kenya","Electricity - total geothermal production","1999","Kilowatt-hours, million","383",""
"Kenya","Electricity - total geothermal production","1998","Kilowatt-hours, million","387",""
"Kenya","Electricity - total geothermal production","1997","Kilowatt-hours, million","369",""
"Kenya","Electricity - total geothermal production","1996","Kilowatt-hours, million","392",""
"Kenya","Electricity - total geothermal production","1995","Kilowatt-hours, million","290",""
"Kenya","Electricity - total geothermal production","1994","Kilowatt-hours, million","261",""
"Kenya","Electricity - total geothermal production","1993","Kilowatt-hours, million","272",""
"Kenya","Electricity - total geothermal production","1992","Kilowatt-hours, million","272",""
"Kenya","Electricity - total geothermal production","1991","Kilowatt-hours, million","298",""
"Kenya","Electricity - total geothermal production","1990","Kilowatt-hours, million","336",""
"Mexico","Electricity - total geothermal production","2014","Kilowatt-hours, million","6000",""
"Mexico","Electricity - total geothermal production","2013","Kilowatt-hours, million","6070",""
"Mexico","Electricity - total geothermal production","2012","Kilowatt-hours, million","5817",""
"Mexico","Electricity - total geothermal production","2011","Kilowatt-hours, million","6507",""
"Mexico","Electricity - total geothermal production","2010","Kilowatt-hours, million","6618",""
"Mexico","Electricity - total geothermal production","2009","Kilowatt-hours, million","6740",""
"Mexico","Electricity - total geothermal production","2008","Kilowatt-hours, million","7056",""
"Mexico","Electricity - total geothermal production","2007","Kilowatt-hours, million","7404",""
"Mexico","Electricity - total geothermal production","2006","Kilowatt-hours, million","6685",""
"Mexico","Electricity - total geothermal production","2005","Kilowatt-hours, million","7299",""
"Mexico","Electricity - total geothermal production","2004","Kilowatt-hours, million","6577",""
"Mexico","Electricity - total geothermal production","2003","Kilowatt-hours, million","6282",""
"Mexico","Electricity - total geothermal production","2002","Kilowatt-hours, million","5398",""
"Mexico","Electricity - total geothermal production","2001","Kilowatt-hours, million","5567",""
"Mexico","Electricity - total geothermal production","2000","Kilowatt-hours, million","5901",""
"Mexico","Electricity - total geothermal production","1999","Kilowatt-hours, million","5623",""
"Mexico","Electricity - total geothermal production","1998","Kilowatt-hours, million","5657",""
"Mexico","Electricity - total geothermal production","1997","Kilowatt-hours, million","5466",""
"Mexico","Electricity - total geothermal production","1996","Kilowatt-hours, million","5729",""
"Mexico","Electricity - total geothermal production","1995","Kilowatt-hours, million","5669",""
"Mexico","Electricity - total geothermal production","1994","Kilowatt-hours, million","5598",""
"Mexico","Electricity - total geothermal production","1993","Kilowatt-hours, million","5877",""
"Mexico","Electricity - total geothermal production","1992","Kilowatt-hours, million","5804",""
"Mexico","Electricity - total geothermal production","1991","Kilowatt-hours, million","5435",""
"Mexico","Electricity - total geothermal production","1990","Kilowatt-hours, million","5124",""
"New Zealand","Electricity - total geothermal production","2014","Kilowatt-hours, million","7258",""
"New Zealand","Electricity - total geothermal production","2013","Kilowatt-hours, million","6416",""
"New Zealand","Electricity - total geothermal production","2012","Kilowatt-hours, million","6194",""
"New Zealand","Electricity - total geothermal production","2011","Kilowatt-hours, million","6120",""
"New Zealand","Electricity - total geothermal production","2010","Kilowatt-hours, million","5882",""
"New Zealand","Electricity - total geothermal production","2009","Kilowatt-hours, million","4865",""
"New Zealand","Electricity - total geothermal production","2008","Kilowatt-hours, million","4204",""
"New Zealand","Electricity - total geothermal production","2007","Kilowatt-hours, million","3555",""
"New Zealand","Electricity - total geothermal production","2006","Kilowatt-hours, million","3368",""
"New Zealand","Electricity - total geothermal production","2005","Kilowatt-hours, million","3159",""
"New Zealand","Electricity - total geothermal production","2004","Kilowatt-hours, million","2789",""
"New Zealand","Electricity - total geothermal production","2003","Kilowatt-hours, million","2750",""
"New Zealand","Electricity - total geothermal production","2002","Kilowatt-hours, million","2814",""
"New Zealand","Electricity - total geothermal production","2001","Kilowatt-hours, million","2838",""
"New Zealand","Electricity - total geothermal production","2000","Kilowatt-hours, million","2922",""
"New Zealand","Electricity - total geothermal production","1999","Kilowatt-hours, million","2793",""
"New Zealand","Electricity - total geothermal production","1998","Kilowatt-hours, million","2529",""
"New Zealand","Electricity - total geothermal production","1997","Kilowatt-hours, million","2258",""
"New Zealand","Electricity - total geothermal production","1996","Kilowatt-hours, million","2161",""
"New Zealand","Electricity - total geothermal production","1995","Kilowatt-hours, million","2161",""
"New Zealand","Electricity - total geothermal production","1994","Kilowatt-hours, million","2227",""
"New Zealand","Electricity - total geothermal production","1993","Kilowatt-hours, million","2382",""
"New Zealand","Electricity - total geothermal production","1992","Kilowatt-hours, million","2259",""
"New Zealand","Electricity - total geothermal production","1991","Kilowatt-hours, million","2287",""
"New Zealand","Electricity - total geothermal production","1990","Kilowatt-hours, million","2131",""
"Nicaragua","Electricity - total geothermal production","2014","Kilowatt-hours, million","662",""
"Nicaragua","Electricity - total geothermal production","2013","Kilowatt-hours, million","679",""
"Nicaragua","Electricity - total geothermal production","2012","Kilowatt-hours, million","523",""
"Nicaragua","Electricity - total geothermal production","2011","Kilowatt-hours, million","273",""
"Nicaragua","Electricity - total geothermal production","2010","Kilowatt-hours, million","302",""
"Nicaragua","Electricity - total geothermal production","2009","Kilowatt-hours, million","297",""
"Nicaragua","Electricity - total geothermal production","2008","Kilowatt-hours, million","322",""
"Nicaragua","Electricity - total geothermal production","2007","Kilowatt-hours, million","243",""
"Nicaragua","Electricity - total geothermal production","2006","Kilowatt-hours, million","311",""
"Nicaragua","Electricity - total geothermal production","2005","Kilowatt-hours, million","271",""
"Nicaragua","Electricity - total geothermal production","2004","Kilowatt-hours, million","255",""
"Nicaragua","Electricity - total geothermal production","2003","Kilowatt-hours, million","271",""
"Nicaragua","Electricity - total geothermal production","2002","Kilowatt-hours, million","210",""
"Nicaragua","Electricity - total geothermal production","2001","Kilowatt-hours, million","206",""
"Nicaragua","Electricity - total geothermal production","2000","Kilowatt-hours, million","134",""
"Nicaragua","Electricity - total geothermal production","1999","Kilowatt-hours, million","102",""
"Nicaragua","Electricity - total geothermal production","1998","Kilowatt-hours, million","121",""
"Nicaragua","Electricity - total geothermal production","1997","Kilowatt-hours, million","600","1"
"Nicaragua","Electricity - total geothermal production","1996","Kilowatt-hours, million","600","1"
"Nicaragua","Electricity - total geothermal production","1995","Kilowatt-hours, million","550","1"
"Nicaragua","Electricity - total geothermal production","1994","Kilowatt-hours, million","515","1"
"Nicaragua","Electricity - total geothermal production","1993","Kilowatt-hours, million","515","1"
"Nicaragua","Electricity - total geothermal production","1992","Kilowatt-hours, million","468",""
"Nicaragua","Electricity - total geothermal production","1991","Kilowatt-hours, million","458",""
"Nicaragua","Electricity - total geothermal production","1990","Kilowatt-hours, million","386",""
"Papua New Guinea","Electricity - total geothermal production","2014","Kilowatt-hours, million","422","1"
"Papua New Guinea","Electricity - total geothermal production","2013","Kilowatt-hours, million","422",""
"Papua New Guinea","Electricity - total geothermal production","2012","Kilowatt-hours, million","422",""
"Papua New Guinea","Electricity - total geothermal production","2011","Kilowatt-hours, million","422",""
"Papua New Guinea","Electricity - total geothermal production","2010","Kilowatt-hours, million","422",""
"Papua New Guinea","Electricity - total geothermal production","2009","Kilowatt-hours, million","422",""
"Papua New Guinea","Electricity - total geothermal production","2008","Kilowatt-hours, million","422",""
"Papua New Guinea","Electricity - total geothermal production","2007","Kilowatt-hours, million","422",""
"Papua New Guinea","Electricity - total geothermal production","2006","Kilowatt-hours, million","227",""
"Papua New Guinea","Electricity - total geothermal production","2005","Kilowatt-hours, million","132",""
"Philippines","Electricity - total geothermal production","2014","Kilowatt-hours, million","10308.1",""
"Philippines","Electricity - total geothermal production","2013","Kilowatt-hours, million","9604.6",""
"Philippines","Electricity - total geothermal production","2012","Kilowatt-hours, million","10250",""
"Philippines","Electricity - total geothermal production","2011","Kilowatt-hours, million","9942.3",""
"Philippines","Electricity - total geothermal production","2010","Kilowatt-hours, million","9929.2",""
"Philippines","Electricity - total geothermal production","2009","Kilowatt-hours, million","10323.8",""
"Philippines","Electricity - total geothermal production","2008","Kilowatt-hours, million","10722.7797",""
"Philippines","Electricity - total geothermal production","2007","Kilowatt-hours, million","10214.6884",""
"Philippines","Electricity - total geothermal production","2006","Kilowatt-hours, million","10465",""
"Philippines","Electricity - total geothermal production","2005","Kilowatt-hours, million","9902",""
"Philippines","Electricity - total geothermal production","2004","Kilowatt-hours, million","10282",""
"Philippines","Electricity - total geothermal production","2003","Kilowatt-hours, million","9822",""
"Philippines","Electricity - total geothermal production","2002","Kilowatt-hours, million","10242",""
"Philippines","Electricity - total geothermal production","2001","Kilowatt-hours, million","10442",""
"Philippines","Electricity - total geothermal production","2000","Kilowatt-hours, million","11626",""
"Philippines","Electricity - total geothermal production","1999","Kilowatt-hours, million","10594",""
"Philippines","Electricity - total geothermal production","1998","Kilowatt-hours, million","8914",""
