	affair_id	affair_type	councillor_id	council	legislative_period	language	affair_title	affair_text	answer
10	20155010	14	4115	NR	49	de	Kommt es in städtischen Gebieten zu einer vermehrten Schliessung von Poststellen?	<p>Die Post hat angekündigt, die Poststelle La Grangette im Zentrum von Lausanne zu schliessen.</p><p>- Wie viele Poststellen werden 2015 und im Laufe der nächsten fünf Jahre geschlossen?</p><p>- Wie erklärt die Post die Schliessung von Poststellen in dichtbesiedelten städtischen Gebieten?</p><p>- Wurden die lokalen Behörden dabei angehört? Inwiefern wurde die Haltung der Behörden im vorliegenden Fall berücksichtigt?</p>	<p>Die Antwort des Bundesrates existiert nur in französischer Sprache.</p>
11	20155011	14	4108	NR	49	de	Gäbe es im Falle eines Kernkraftunfalls Schuldige?	<p>Das Ensi hat entschieden, dass das Kernkraftwerk Mühleberg bis zur Ausserbetriebnahme 2019 unbeschränkt weiterlaufen könne; dies, obwohl der Kernmantel Risse aufweist und die BKW nicht alle Massnahmen umsetzen, die das Ensi verlangt hatte. Beim Kernunglück in Fukushima wurde trotz eindeutigen Verfehlungen bis heute niemand zur Verantwortung gezogen.</p><p>Sollte es in Mühleberg zu einem mehr oder weniger schweren Unfall kommen, könnte das Ensi zur Rechenschaft gezogen werden?</p>	<p>Die Antwort des Bundesrates existiert nur in französischer Sprache.</p>
12	20155012	14	4077	NR	49	de	Zuordnung der Ausgleichsfonds AHV/IV/EO an die Departemente	<p>Im Laufe der drei letzten Jahre wurden mehrere parlamentarische Vorstösse zu den Ausgleichsfonds AHV/IV/EO eingereicht. Einige wurden vom EDI behandelt (12.3219, 14.3392, 14.1111), andere vom EFD (14.3099, 14.5637).</p><p>- Welchem Departement sind die Ausgleichsfonds von AHV, IV und EO zugeordnet?</p><p>- Wer ist der zuständige Bundesrat, die zuständige Bundesrätin?</p>	<p>Die Antwort des Bundesrates existiert nur in französischer Sprache.</p>
13	20155013	14	4077	NR	49	de	Zusammenfassung der Vernehmlassungsverfahren zu den Ausgleichsfonds AHV/IV/EO	<p>Am 20. August 2014 hat der Bundesrat angekündigt, er werde im Laufe des ersten Semesters 2015 einen Entwurf in die Vernehmlassung schicken, um den Rechtsstatus der Ausgleichsfonds AHV/IV/EO zu klären und die Probleme bei der Vertretung bei Anlagen im Ausland zu lösen (14.3391). Am 11. Februar 2015 hat er angekündigt, bis spätestens Ende 2015 einen Entwurf in die Vernehmlassung zu geben, um die Fonds dem Bundesgesetz über das öffentliche Beschaffungswesen zu unterstellen (14.1111).</p><p>Wäre es nicht erforderlich, beide Vernehmlassungsverfahren bis Juni 2015 durchzuführen?</p>	<p>Die Antwort des Bundesrates existiert nur in französischer Sprache.</p>
14	20155014	14	4131	NR	49	de	Eurolöhne für Grenzgängerinnen und Grenzgänger?	<p>Nachdem die Schweizerische Nationalbank den Euromindestkurs fallengelassen hatte, wurden von Unternehmen verschiedene Massnahmen zur Produktivitätssteigerung und Kosteneinsparung vorgestellt. In Grenzregionen könnten Eurolöhne für Grenzgänger eingeführt werden.</p><p>- Ist dem Bundesrat das aktuelle Ausmass dieses Vorgehens bekannt?</p><p>- Ist diese Ungleichbehandlung zulässig?</p><p>- Handelt es sich dabei nicht um Lohndumping?</p><p>- Sind die Arbeitsplätze der Ansässigen gefährdet, falls es zu Kündigungen kommen würde?</p>	<p>Wie schon im Jahr 2011 stellt der hohe Frankenkurs insbesondere exportorientierte Schweizer Unternehmungen vor Herausforderungen. Der Bundesrat ist sich der aktuellen Situation bewusst, ihm sind aber nur vereinzelte Fälle von Unternehmungen bekannt, die Eurolöhne für Grenzgänger eingeführt haben. Zunächst gilt es festzuhalten, dass die Festlegung der Löhne innerhalb der gesetzlichen Limiten Aufgabe der Sozialpartner ist. Zudem ist es grundsätzlich möglich, unter Beachtung gewisser gesetzlicher Voraussetzungen Löhne in Euro zu bezahlen.</p><p>Im Jahr 2012 hat sich das Kantonsgericht Basel-Landschaft in einem spezifischen Fall zur Frage von Eurolöhnen geäussert: Das Gericht kam zum Schluss, dass die Entlöhnung in Euro eines Teils der Belegschaft in einem Unternehmen, verbunden mit einer Lohnkürzung, das Diskriminierungsverbot gemäss Freizügigkeitsabkommen verletze und somit nicht rechtens sei. Das Bundesgericht hat sich zu dieser Frage bisher noch nicht geäussert. In Branchen mit einem allgemeinverbindlich erklärten Gesamtarbeitsvertrag sind die festgelegten Mindestlöhne in Franken beziehungsweise deren Gegenwert einzuhalten. Dies unabhängig davon, in welcher Währung die Löhne ausbezahlt werden. In Branchen ohne allgemeinverbindlichen Gesamtarbeitsvertrag sind die orts- und branchenüblichen Saläre massgebend. Die tripartiten Kommissionen können in Fällen von wiederholt missbräuchlichen Unterschreitungen dieser üblichen Löhne Massnahmen ergreifen und somit allfällige Lohnunterbietungen unterbinden. Mit diesen Massnahmen soll die Verdrängung von inländischen Arbeitnehmern verhindert und sollen Missbräuche bekämpft werden.</p>
15	20155015	14	4131	NR	49	de	Anzahl der Studienplätze 2015 in der Medizin	<p>Das Problem der zu geringen Zahl an Ausbildungsplätzen im Bereich Medizin ist bekannt. Am 3. Juli 2015 werden wieder 3000 bis 5000 Maturandinnen und Maturanden zur Zulassungsprüfung antreten, bestehen wird aber nicht einmal die Hälfte. Bekannterweise fehlen Ärztinnen und Ärzte im schweizerischen Gesundheitswesen, und die Forderung, dass sich der Bund einschalten muss, ist akzeptiert.</p><p>- Kann für das neue Studienjahr mit einer höheren Anzahl von Studienplätzen gerechnet werden?</p><p>- Was hat der Bund dazu beitragen können?</p>	<p>Nachdem die Universitäten ihre Aufnahmekapazität auf Bachelor-Stufe zwischen 2009 und 2013 bereits um über 40 Prozent erhöht haben, wurden für das Studienjahr 2014 nochmals 180 zusätzliche Studienplätze geschaffen; gesamthaft waren es 1648 Studienplätze. Für das Studienjahr 2015 haben die Universitäten keine Erhöhung auf Bachelor-Stufe vorgesehen. Sie werden aber für die zusätzlichen Studierenden genügend klinische Ausbildungsplätze, in der Regel ab dem dritten Studienjahr, schaffen müssen. Diese Erhöhungen der Aufnahmekapazitäten werden sich entsprechend der Studiendauer mit einer Verzögerung von etwa sechs Jahren auch in höheren Abschlusszahlen niederschlagen.</p><p>Der Bund finanziert die kantonalen Universitäten subsidiär, dies hauptsächlich über die Grundbeiträge. Diese beliefen sich im Jahr 2013 auf 615,2 Millionen Franken, im Jahr 2014 auf 640,8 Millionen, d. h. plus 4,2 Prozent, und dieses Jahr auf 649,7 Millionen. Die Hauptlast der universitären Budgets wird durch die Kantone getragen, wobei die Kosten für das Medizinstudium - je nach Universität - bis zur Hälfte des universitären Budgets beanspruchen. Die Subsidiarität der Bundesbeiträge ist im neuen Hochschulförderungs- und Koordinationsgesetz festgeschrieben, indem die Kantone 80 Prozent und der Bund 20 Prozent von den Referenzkosten zu decken haben. Wie der Bundesrat in seiner Antwort auf die Motion Rytz Regula 12.3931 festgehalten hat, ist er bereit, das Thema Konsolidierung und Ausbau von Lehre und Forschung der Humanmedizin schwerpunktmässig in die BFI-Botschaft 2017-2020 aufzunehmen und mit den Kantonen die gemeinsame Finanzplanung zu diskutieren. Am 26. Februar 2015 wurden die Diskussionen hierzu auch im Rahmen der ersten Sitzung der Schweizerischen Hochschulkonferenz, des neuen gemeinsamen hochschulpolitischen Organs von Bund und Kantonen, aufgenommen.</p><p>Zudem sind in gesamtheitliche Überlegungen zur Gesundheitsversorgung neben den Ausbildungsplätzen für die Medizin auch weitere Elemente einzubeziehen, so etwa die bessere Ausschöpfung des ausgebildeten Fachkräftepotenzials und die Erhöhung der Produktivität im Gesundheitssektor. Zu beiden Bereichen sind von WBF und EDI Berichte in Erarbeitung.</p>
16	20155016	14	4057	NR	49	de	Lässt die internationale Gemeinschaft die syrischen Flüchtlinge hungern?	<p>Im Dezember 2014 musste das World Food Programme (WFP) aufgrund mangelnder Finanzen die Nahrungsmittelhilfe für syrische Flüchtlinge vorübergehend einstellen. Inzwischen hat sich die Situation eher noch verschlimmert. Das WFP beklagt, es agiere in Syrien buchstäblich von der Hand in den Mund. Die Nahrungsmittelhilfe musste offenbar um 30 Prozent gekürzt werden (WFP-Website, Stand 25. Februar 2015).</p><p>- Wie beurteilt der Bundesrat die aktuelle Situation?</p><p>- Ist die mittelfristige Finanzierung der WFP-Hilfe gesichert?</p><p>- Wenn nein, was tut er?</p>	<p>Die Antwort des Bundesrates existiert nur in französischer Sprache.</p>
17	20155017	14	4057	NR	49	de	Klage gegen die Schweiz aufgrund eines Investitionsschutzabkommens?	<p>Verschiedene Medien berichteten um den 20. Februar 2015 übereinstimmend von einer bevorstehenden Verhandlung vor einem internationalen Schiedsgerichtshof im Zusammenhang mit einer Investitionsschutzklage gegen die Schweiz.</p><p>- Ist diese Information korrekt?</p><p>- Wenn ja, um welchen konkreten Gegenstand geht es bei diesem Fall?</p><p>- Falls der Bundesrat noch keine Auskunft geben kann, wann wird er die Öffentlichkeit informieren?</p>	
18	20155018	14	4057	NR	49	de	Befragung von Hervé Falciani durch das Parlament	<p>- Welche Möglichkeiten sieht der Bundesrat im Rahmen des geltenden Rechts, dem Parlament eine Befragung von Hervé Falciani in der Schweiz zu ermöglichen?</p><p>- Schützt eine Einladung zur Zeugenaussage vor einer parlamentarischen Aufsichtskommission oder einer PUK (Art. 153, 154, 166 ParlG) Herrn Falciani vor dem Zugriff durch die Bundesanwaltschaft?</p><p>- Falls diese Möglichkeit nach aktuellem Recht nicht besteht, welche Bestimmungen müssten dafür angepasst werden?</p>	
19	20155019	14	3828	NR	49	de	Bürokratieabbau bei Swissmedic. Änderungsanzeigen von Medikamenten	<p>Wie aus der Branche zu vernehmen ist, führen bereits Zulassungen von kleinen Anpassungen an Medikamenten durch Swissmedic, wie das Ändern des Herstellungsortes oder der Tablettengrösse, zu hohem Dokumentationsaufwand, langen Bearbeitungszeiten und hohen Gebühren. Betroffene Unternehmen leiden unter dieser Bürokratie.</p><p>- Weshalb reicht für solche Änderungen keine einfachere und kostengünstigere Meldepflicht wie in der EU?</p><p>- Wie kann hier Swissmedic die Bürokratie reduzieren?</p>	<p>Die Antwort des Bundesrates existiert nur in französischer Sprache.</p>
20	20155020	14	3911	NR	49	de	Wird die Post zurzeit vollständig privatisiert?	<p>Die bisherigen Antworten des Bundesrates auf die parlamentarischen Vorstösse bezüglich der Schliessung von Poststellen und -agenturen waren fast identisch. Diese Schliessungen sind nicht nötig. Einziger Aktionär der Post ist der Bund. Ich stelle also fest, dass im Hinblick auf eine vollständige Privatisierung ein Abbau stattfindet und man die Post an den Meistbietenden verkaufen will (ich weigere mich, sie Post AG zu nennen).</p><p>Beabsichtigt der Bundesrat, die Post und die Postfinance vollständig zu privatisieren?</p>	<p>Die Antwort des Bundesrates existiert nur in französischer Sprache.</p>
21	20155021	14	4120	NR	49	de	Bewilligungen von Kurzarbeit als Folge des SNB-Entscheides vom 15. Januar 2015	<p>Der Entscheid der Schweizerischen Nationalbank vom 15. Januar zur Aufhebung der Wechselkursuntergrenze Franken/Euro stellt für viele Wirtschaftszweige eine unvorhergesehene Herausforderung dar. Der Bundesrat hat beschlossen, dass die Kantone für Unternehmen, die wegen des Wechselkurses in Schwierigkeiten sind, Kurzarbeit bewilligen können. </p><p>- Wie entwickeln sich die Bewilligungen auf nationaler Ebene?</p><p>- Wie viele Gesuche sind insgesamt bereits bewilligt worden?</p><p>- Gibt es wesentliche Unterschiede zwischen den Kantonen?</p><p>- Ist diese Massnahme mittelfristig gewährleistet?</p>	<p>Die Antwort des Bundesrates existiert nur in französischer Sprache.</p>
22	20155022	14	4120	NR	49	de	Luftverkehr. Zusammenarbeit zwischen Etihad Airways und Darwin Airline	<p>Das Schweizer Luftfahrtumfeld ist von der Lufthansa-Gruppe bestimmt. Dabei versucht Darwin, sich im regionalen Nischenmarkt zu etablieren. Dank dem Unternehmen Etihad ergeben sich neue Opportunitäten, sofern man den Wettbewerb spielen lässt. Dies ist in Deutschland und Italien erkannt worden, und die Zusammenarbeit mit Air Berlin und Alitalia wurde gutgeheissen. Ein ähnliches Vorgehen mit Darwin ist seit Monaten hängig.</p><p>Teilt der Bundesrat die Einschätzung, dass die Schweiz von der Entfaltung einer Zusammenarbeit zwischen Etihad und Darwin profitieren kann?</p>	<p>Die geplante Kooperation zwischen Etihad Airways und Darwin Airline kann durch das Bundesamt für Zivilluftfahrt dann gutgeheissen werden, wenn die Schweizer Gesellschaft auch weiterhin mehrheitlich von schweizerischen oder europäischen Aktionären gehalten und kontrolliert wird. Dies verlangt das auch in der Schweiz auf Grundlage des bilateralen Luftverkehrsabkommens Schweiz/EU anwendbare europäische Recht, die sogenannten Ownership and control-Bestimmungen. Welchen Nutzen die Schweiz oder andere Marktteilnehmer aus der Kooperation ziehen, ist für diesen Entscheid nicht erheblich.</p><p>Die geplante Partnerschaft zwischen Etihad Airways und Darwin Airline unterscheidet sich hinsichtlich der Ausgangslage und der Kooperationsmechanismen von den Partnerschaften zwischen Etihad Airways und Air Berlin bzw. Alitalia. Insofern können die deutschen, italienischen oder europäischen Behörden bezüglich der genannten Kooperationen ohne Weiteres zu anderen Schlüssen kommen.</p>
23	20155023	14	4137	NR	49	de	Werden die Grenzwächterinnen und Grenzwächter sinnvoll eingesetzt?	<p>Uns wurde berichtet, dass am internationalen Flughafen Genf rund 180 Grenzwächterinnen und Grenzwächter eingesetzt würden. Die meisten von ihnen würden einer Arbeit am Schalter nachgehen, die problemlos von administrativen Angestellten ausgeübt werden könnte. Zurzeit besteht beim Grenzwachtkorps an der französisch-genferischen Grenze ein erheblicher Mangel an Personal für die Sicherheitsaufgaben und die Warenkontrolle.</p><p>Wäre es möglich, einen Teil der Grenzwächterinnen und Grenzwächter am Flughafen mit Angestellten aus einer anderen Personalkategorie zu ersetzen?</p>	
24	20155024	14	4138	NR	49	de	Fluggesellschaften aus den Golfstaaten. Tätigkeit in der Schweiz	<p>Die Situation im europäischen Luftfahrtbereich entwickelt sich. Kommerzielle Fluggesellschaften aus den Golfstaaten werden immer präsenter, u. a. auch in der Schweiz (Beteiligungen, direkter Betrieb der Fluglinien). Sie eröffnen neue Möglichkeiten (inländische oder internationale Flüge), vorausgesetzt, die Prinzipien des freien Wettbewerbs werden eingehalten.</p><p>Wie steht der Bundesrat zu diesen Entwicklungen und den damit verbundenen Chancen?</p>	<p>Die Antwort des Bundesrates existiert nur in französischer Sprache.</p>
25	20155025	14	3878	NR	49	de	Wohin sind die Holocaust-Gelder geflossen?	<p>Erst 2013, 15 Jahre nach einem mehr als fragwürdigen gerichtlichen Vergleich zwischen den Schweizer Grossbanken UBS und CS und jüdischen Organisationen, sind 1,25 Milliarden Franken verteilt worden.</p><p>1. Welcher Anteil kam der eigentlichen Zielgruppe, den Hinterbliebenen des Holocaust, tatsächlich zugute?</p><p>2. Wohin flossen gegebenenfalls die übrigen Gelder, im Detail?</p>	
26	20155026	14	3878	NR	49	de	Revision des RTVG und neue Billag-Mediensteuer. Folgekosten für den Bund und die staatsnahen Betriebe	<p>Laut Botschaft des Bundesrates sollen auch öffentliche Verwaltungen des Bundes und staatsnahe Betriebe die neue Billag-Mediensteuer bezahlen, vorausgesetzt, sie überschreiten die Umsatzgrenze von 500 000 Franken pro Jahr und sind mehrwertsteuerpflichtig.</p><p>1. Wie gross schätzt der Bundesrat das jährliche Aufkommen der Mediensteuer aus den Amtsstellen?</p><p>2. Wie hoch dürften die Aufwendungen der staatsnahen Betriebe für die neue Billag-Mediensteuer sein?</p><p>Gibt es diesbezüglich Erhebungen oder Schätzungen?</p>	<p>Die Bundesverwaltung ist heute von der Empfangsgebühr für Betriebe befreit, sie wird aber künftig die Unternehmensabgabe für Radio und Fernsehen entrichten müssen. Die jährliche Belastung der Bundesverwaltung durch die Abgabe wird nach einer aktuellen Schätzung der Eidgenössischen Steuerverwaltung voraussichtlich rund 170 000 Franken pro Jahr betragen.</p><p>Die staatsnahen Betriebe des Bundes bezahlen heute die gewerbliche oder die kommerzielle Empfangsgebühr und werden künftig die Unternehmensabgabe entrichten müssen. Eine Schätzung zeigt, dass Swisscom, SBB, Post und Ruag zusammen voraussichtlich rund 316 000 Franken Unternehmensabgabe pro Jahr bezahlen müssen. Nimmt man auch die Eidgenössische Münzstätte, Suva, Paul-Scherrer-Institut, ETH und EPFL dazu, so wird der Gesamtbetrag voraussichtlich rund 350 000 Franken pro Jahr betragen.</p>
